Student.ID,Grade,Gender,Race,Ethnicity.Hispanic.Y.N,ELL,Sped,Homeless,Free.Lunch,Migrant,Current.GPA,Number.of.Classes.Enrolled.in.for.the.school.year,Tracking.Pathway
1638,10,M,C,Non Hispanic,N,Y,N,Y,N,2.625,7,NA
7291,10,M,C,Hispanic,N,N,N,Y,N,0.875,7,NA
4741,10,F,C,Hispanic,Y,N,N,Y,N,2.25,7,NA
9182,10,M,C,Hispanic,N,N,N,Y,N,1.9,7,NA
1125,10,M,C,Hispanic,N,N,N,Y,N,1.938,7,NA
1200,12,F,C,Hispanic,N,N,N,Y,N,3.854,7,NA
7174,11,F,C,Hispanic,N,Y,N,Y,N,2.2,7,NA
3989,10,M,C,Hispanic,Y,N,N,Y,N,2.125,7,NA
9878,11,M,C,Hispanic,N,N,N,Y,N,3.5,7,NA
3402,9,F,C,Hispanic,Y,N,N,Y,N,2.667,7,NA
9359,9,M,C,Hispanic,Y,N,N,Y,N,2.333,7,NA
1607,10,F,C,Hispanic,N,N,N,Y,N,2.944,7,NA
3918,10,F,C,Hispanic,Y,N,N,Y,N,1.75,7,NA
6190,11,F,C,Hispanic,Y,N,N,Y,N,0.4,7,NA
3121,10,M,C,Hispanic,N,Y,N,Y,N,1.125,7,NA
6897,11,F,C,Hispanic,N,Y,N,Y,N,3.233,7,y
1904,10,F,C,Hispanic,N,N,N,Y,N,3.625,7,NA
7109,10,M,C,Hispanic,N,N,N,Y,N,2.167,7,NA
1546,9,M,C,Hispanic,Y,Y,N,Y,N,NA,7,NA
1402,12,F,C,Hispanic,N,N,N,Y,N,2.636,7,NA
2230,10,F,C,Hispanic,Y,N,N,Y,N,2.632,7,NA
8729,10,M,C,Hispanic,N,N,N,Y,N,2.063,7,NA
3104,10,M,C,Hispanic,N,N,N,Y,N,2.125,7,NA
9899,10,M,C,Hispanic,N,Y,N,Y,N,0.625,7,NA
2556,10,F,C,Hispanic,N,N,N,Y,N,2.176,7,NA
1988,10,M,C,Hispanic,N,N,N,Y,N,2.188,7,NA
6416,10,M,C,Hispanic,N,N,N,Y,N,2.188,7,NA
2217,10,F,C,Hispanic,N,Y,N,Y,N,1.222,7,NA
1054,10,F,C,Hispanic,N,N,N,Y,N,2.313,7,NA
9161,9,F,C,Hispanic,N,N,N,Y,N,0,7,NA
4487,10,M,C,Hispanic,N,N,N,Y,N,2.5,7,NA
2624,9,M,C,Hispanic,Y,N,N,Y,N,2.333,7,NA
3417,9,M,C,Hispanic,Y,N,N,Y,N,2.333,7,NA
2964,10,F,C,Hispanic,N,N,N,Y,N,1.611,7,NA
5745,9,F,C,Hispanic,Y,N,N,Y,N,1.667,7,NA
3537,10,F,C,Hispanic,Y,N,N,Y,N,2.167,7,NA
5540,10,F,C,Hispanic,N,N,N,Y,N,2.5,7,NA
608,10,M,C,Hispanic,Y,Y,N,Y,N,1.188,7,NA
3963,10,F,C,Hispanic,Y,N,N,Y,N,1.875,7,NA
5785,10,M,C,Hispanic,N,N,N,Y,N,2.833,7,NA
8882,10,M,C,Hispanic,N,N,N,Y,Y,2.125,7,NA
163,10,M,C,Hispanic,N,N,N,Y,N,2.571,7,NA
8416,10,F,C,Hispanic,Y,N,N,Y,N,1.563,7,NA
5467,10,M,C,Hispanic,Y,Y,N,Y,N,1.563,7,NA
6849,10,F,C,Hispanic,N,N,N,Y,N,2.765,7,NA
4292,9,M,C,Hispanic,Y,N,N,Y,N,2,7,NA
1441,10,F,C,Hispanic,Y,N,N,Y,N,2.938,7,NA
2977,9,F,C,Hispanic,Y,Y,Y,Y,N,1,7,y
560,10,M,C,Hispanic,N,N,N,Y,N,2.176,7,NA
6459,9,F,C,Hispanic,N,N,Y,Y,N,2.667,7,NA
1696,10,F,C,Hispanic,Y,N,N,Y,N,1.625,7,y
139,10,F,C,Hispanic,Y,Y,N,Y,N,1.188,7,y
123,12,F,C,Hispanic,Y,N,N,Y,N,2.432,7,NA
7515,10,M,C,Hispanic,Y,N,N,Y,Y,1.333,7,NA
8680,12,M,C,Hispanic,N,N,N,Y,N,1.326,7,NA
9699,10,M,C,Hispanic,N,N,N,Y,N,1.75,7,NA
5857,10,F,C,Hispanic,Y,N,N,Y,N,2.125,7,NA
4267,9,M,C,Hispanic,Y,Y,N,Y,N,3,7,NA
5365,10,F,C,Hispanic,Y,N,N,Y,N,0.941,7,y
6267,9,M,C,Hispanic,Y,Y,N,Y,N,2,7,NA
3806,9,M,C,Hispanic,N,Y,N,Y,N,2,7,NA
6756,11,M,C,Hispanic,Y,Y,N,Y,N,2.667,7,NA
6380,9,F,C,Hispanic,N,N,N,Y,N,2.667,7,y
5516,9,M,C,Hispanic,Y,N,N,Y,N,1,7,NA
3879,10,M,C,Hispanic,Y,N,N,Y,N,1.938,7,NA
5096,9,F,C,Hispanic,Y,Y,N,Y,N,2.333,7,NA
8170,11,F,C,Hispanic,N,Y,N,Y,N,1.4,7,NA
8811,9,F,C,Hispanic,Y,N,N,Y,N,1,7,NA
5066,10,F,C,Hispanic,Y,N,N,Y,N,1.063,7,NA
1799,9,M,C,Hispanic,Y,Y,N,Y,N,3,7,NA
1948,9,F,C,Hispanic,Y,Y,N,Y,N,1,7,NA
8849,12,F,C,Hispanic,Y,N,N,Y,N,3.091,7,NA
8594,11,M,C,Hispanic,N,N,N,Y,N,2.533,7,NA
7265,9,F,C,Hispanic,N,N,N,Y,N,2,7,NA
6718,11,M,C,Hispanic,Y,Y,N,Y,N,1,7,NA
8803,9,F,C,Hispanic,Y,N,N,Y,N,2,7,NA
687,9,M,C,Hispanic,Y,Y,N,Y,N,2,7,NA
6374,10,M,C,Hispanic,Y,N,N,Y,N,2.313,7,NA
7517,9,F,C,Hispanic,N,N,N,Y,N,2.667,7,NA
8442,12,F,C,Hispanic,N,N,N,Y,N,1.932,7,NA
121,11,F,C,Hispanic,N,N,N,Y,N,1.484,7,NA
2855,9,M,C,Hispanic,N,N,N,Y,N,3,7,NA
5423,11,M,C,Hispanic,N,N,N,Y,N,1.172,7,NA
8782,9,F,C,Hispanic,N,N,N,Y,N,2.333,7,NA
5538,9,M,I,Non Hispanic,N,N,N,Y,N,2,7,NA
4879,9,F,C,Hispanic,Y,N,N,Y,N,3,7,NA
8459,9,F,C,Hispanic,N,N,N,Y,N,2,7,NA
7692,9,F,C,Hispanic,N,N,N,Y,N,2.667,7,y
2863,9,F,C,Hispanic,Y,N,N,Y,N,1,7,NA
4021,9,F,C,Hispanic,N,N,N,Y,N,1,7,NA
8843,9,M,C,Hispanic,N,N,N,Y,N,2.667,7,NA
4028,9,F,C,Hispanic,N,N,N,Y,N,2,7,y
875,9,M,C,Hispanic,N,N,N,Y,N,3,7,NA
3443,9,M,C,Hispanic,Y,N,N,Y,N,4,7,NA
8329,9,M,C,Hispanic,Y,N,N,Y,N,2,7,NA
5509,9,M,C,Hispanic,N,Y,N,Y,N,3,7,NA
1555,9,F,C,Hispanic,N,N,N,Y,N,NA,7,NA
9326,9,F,C,Hispanic,N,N,N,Y,N,2,7,NA
8632,9,M,C,Hispanic,N,N,N,Y,N,2.667,7,NA
5052,9,M,C,Hispanic,N,N,N,Y,N,4,7,NA
1307,9,M,C,Hispanic,N,N,N,Y,N,3,7,NA
6749,9,F,C,Hispanic,Y,N,N,Y,N,2,7,NA
9605,9,M,C,Hispanic,N,N,N,Y,N,2,7,NA
277,9,F,C,Hispanic,N,N,N,Y,N,3,7,NA
7693,9,F,C,Hispanic,N,N,N,Y,N,3,7,y
295,9,M,C,Hispanic,Y,N,N,Y,N,2,7,NA
5634,9,M,C,Hispanic,N,N,N,Y,N,2,7,NA
8464,9,F,C,Hispanic,N,N,N,Y,N,2.667,7,NA
2270,9,F,C,Hispanic,N,N,N,Y,N,3,7,NA
9434,9,F,C,Hispanic,N,N,N,Y,N,2.667,7,NA
6783,9,M,C,Hispanic,Y,Y,N,Y,N,1,7,NA
8538,9,M,C,Hispanic,Y,N,N,Y,N,1,7,NA
7291,9,F,C,Hispanic,N,N,N,Y,N,2.667,7,NA
419,9,F,C,Hispanic,N,N,N,Y,N,3.4,7,NA
7193,9,F,C,Hispanic,Y,N,N,Y,N,1.667,7,NA
2490,9,M,C,Hispanic,Y,Y,N,Y,N,2,7,NA
3143,9,M,C,Hispanic,Y,N,N,Y,N,2.667,7,NA
8046,9,M,C,Hispanic,N,N,N,Y,N,2.333,7,NA
2221,9,M,C,Hispanic,N,N,N,Y,N,2,7,NA
7321,9,F,C,Hispanic,N,N,N,Y,N,3,7,NA
429,9,M,C,Hispanic,Y,N,N,Y,N,2,7,NA
8850,9,F,C,Hispanic,N,N,N,Y,N,2.333,7,NA
1583,9,F,C,Hispanic,N,N,N,Y,N,2.667,7,y
965,9,F,C,Hispanic,N,N,N,Y,N,3.4,7,NA
1060,9,M,C,Hispanic,Y,Y,N,Y,N,NA,7,NA
8480,9,M,C,Hispanic,N,N,N,Y,N,3,7,NA
3605,9,F,C,Hispanic,Y,N,N,Y,N,3,7,NA
6923,9,F,C,Hispanic,Y,Y,N,Y,N,2,7,NA
4065,9,F,C,Hispanic,N,N,N,Y,N,3,7,NA
6961,9,M,C,Hispanic,N,N,N,Y,N,1,7,NA
2725,9,F,C,Hispanic,N,N,N,Y,N,2.667,7,NA
9656,9,F,C,Hispanic,N,N,N,Y,N,2,7,NA
2323,9,F,C,Hispanic,N,N,N,Y,N,2.667,7,NA
9447,9,M,C,Hispanic,N,N,N,Y,N,2,7,NA
3830,9,M,C,Hispanic,N,N,N,Y,N,2,7,NA
7668,9,F,C,Hispanic,N,N,N,Y,N,3,7,NA
447,9,M,C,Hispanic,N,N,N,Y,N,2.6,7,NA
3363,9,M,C,Hispanic,Y,N,N,Y,N,2.333,7,NA
1818,9,M,C,Hispanic,N,N,N,Y,N,1,7,NA
7276,9,M,C,Hispanic,N,N,N,Y,N,2,7,NA
5330,9,M,C,Hispanic,N,N,N,Y,N,2,7,NA
9489,9,M,C,Hispanic,N,N,N,Y,N,2,7,NA
7615,9,M,C,Hispanic,N,N,N,Y,N,3,7,NA
8170,9,F,C,Hispanic,N,N,N,Y,N,2,7,NA
8897,9,F,C,Hispanic,N,N,N,Y,N,2,7,y
1966,9,M,C,Hispanic,Y,N,N,Y,N,2,7,NA
7111,9,M,C,Hispanic,Y,N,N,Y,N,2,7,NA
421,9,F,C,Hispanic,N,N,N,Y,N,1,7,NA
8352,9,F,C,Hispanic,N,N,N,Y,N,2,7,NA
9714,9,M,C,Hispanic,N,N,N,Y,N,1,7,NA
8092,9,M,C,Hispanic,N,N,N,Y,N,2.667,7,NA
6604,9,F,C,Hispanic,N,N,N,Y,N,3,7,y
5355,10,M,C,Hispanic,Y,N,N,Y,N,2.438,7,NA
2758,9,M,C,Hispanic,Y,N,N,Y,N,2,7,NA
3531,9,M,C,Hispanic,N,N,N,Y,N,2,7,NA
4272,9,F,C,Hispanic,N,N,N,Y,N,3.667,7,y
115,9,F,C,Hispanic,Y,N,N,Y,N,1.667,7,NA
4204,9,M,C,Hispanic,N,N,N,Y,N,2,7,NA
1557,9,M,C,Hispanic,Y,N,N,Y,N,2,7,NA
7714,9,F,C,Hispanic,N,N,N,Y,N,1,7,y
1504,9,F,C,Hispanic,N,N,N,Y,N,1,7,NA
3646,9,F,C,Hispanic,N,N,N,Y,N,2,7,y
9588,9,M,C,Hispanic,N,N,N,Y,N,2.667,7,NA
9801,9,M,C,Hispanic,Y,N,N,Y,N,1.667,7,NA
130,9,F,C,Hispanic,Y,Y,N,Y,N,1,7,NA
5339,9,F,C,Hispanic,N,N,N,Y,N,2,7,NA
2633,9,F,C,Hispanic,Y,N,N,Y,N,1,7,NA
3010,9,M,C,Hispanic,N,N,N,Y,N,3,7,NA
4616,9,M,C,Hispanic,N,N,N,Y,N,2,7,NA
5380,9,F,C,Hispanic,N,N,N,Y,N,1,7,NA
2705,9,M,C,Hispanic,N,N,N,Y,N,0,7,NA
5607,9,F,C,Hispanic,N,N,N,Y,N,2,7,NA
76,9,F,C,Hispanic,N,N,N,Y,N,4,7,NA
770,9,F,C,Hispanic,Y,N,N,Y,N,3,7,NA
973,9,M,C,Hispanic,N,N,N,Y,N,2,7,NA
1875,9,M,C,Hispanic,Y,Y,N,Y,N,1,7,NA
598,9,M,C,Hispanic,N,N,N,Y,N,3,7,NA
1601,9,M,C,Hispanic,N,N,N,Y,N,3.333,7,y
7312,9,F,C,Hispanic,N,N,N,Y,N,2,7,NA
8757,9,F,C,Hispanic,N,N,N,Y,N,3,7,NA
2530,9,F,C,Hispanic,N,Y,N,Y,N,1,7,NA
223,9,F,C,Hispanic,N,N,N,Y,N,3,7,NA
7896,9,M,C,Hispanic,N,N,N,Y,N,4,7,NA
2915,9,F,C,Hispanic,N,N,N,Y,N,1.667,7,NA
472,9,F,C,Hispanic,N,N,N,Y,N,1,7,NA
8108,9,M,C,Hispanic,N,N,N,Y,N,2,7,NA
2662,9,F,C,Hispanic,N,N,N,Y,N,1,7,NA
375,9,F,C,Hispanic,Y,N,N,Y,N,2,7,y
7210,9,M,C,Hispanic,N,Y,N,Y,N,2,7,NA
4568,9,F,C,Hispanic,N,N,N,Y,N,1,7,NA
6514,9,F,C,Hispanic,N,N,N,Y,N,3,7,NA
8243,9,F,C,Hispanic,N,N,N,Y,N,3,7,y
6846,9,M,C,Hispanic,Y,N,N,Y,N,2,7,NA
3298,9,F,C,Hispanic,N,Y,N,Y,N,1,7,NA
4987,9,F,C,Hispanic,N,N,N,Y,N,1,7,y
7638,9,M,C,Hispanic,N,N,N,Y,N,2,7,NA
3528,9,M,C,Hispanic,Y,N,N,Y,N,2,7,NA
4624,9,M,C,Hispanic,N,N,N,Y,N,3,7,NA
3323,9,M,C,Hispanic,N,N,N,Y,N,2,7,NA
1896,9,F,C,Hispanic,N,N,N,Y,N,4,7,NA
7652,9,M,C,Hispanic,N,N,N,Y,N,3,7,NA
5570,9,F,C,Hispanic,N,N,N,Y,N,2,7,NA
795,9,M,C,Hispanic,N,N,N,Y,N,2.667,7,y
4469,9,M,C,Hispanic,N,N,N,Y,N,2,7,NA
4202,9,M,C,Hispanic,Y,N,N,Y,N,2,7,NA
617,9,M,C,Hispanic,Y,N,N,Y,N,2,7,y
8261,9,F,C,Hispanic,N,N,N,Y,N,2,7,y
5218,9,M,C,Hispanic,N,N,N,Y,N,1,7,NA
1018,9,F,C,Hispanic,N,N,N,Y,N,3,7,NA
5721,9,F,C,Hispanic,N,N,N,Y,N,2,7,NA
3591,9,M,C,Hispanic,N,N,N,Y,N,4,7,NA
1455,9,F,C,Hispanic,Y,Y,N,Y,N,2.667,7,y
9754,9,M,C,Hispanic,N,N,N,Y,N,3.667,7,NA
1020,9,M,C,Hispanic,N,N,N,Y,N,2,7,NA
987,9,F,C,Hispanic,N,N,N,Y,N,3,7,NA
2961,9,M,C,Hispanic,N,N,N,Y,N,2,7,NA
1816,9,F,C,Hispanic,Y,N,N,Y,N,3,7,NA
4019,9,M,C,Hispanic,Y,Y,N,Y,N,3,7,NA
3007,9,F,C,Hispanic,Y,N,N,Y,N,2.333,7,y
4911,9,F,C,Hispanic,Y,N,N,Y,N,2,7,NA
906,9,M,C,Hispanic,N,N,N,Y,N,3,7,NA
7206,9,M,C,Hispanic,Y,N,N,Y,N,2,7,NA
4300,10,F,C,Hispanic,Y,N,N,Y,N,2.313,7,NA
4288,9,F,C,Hispanic,N,N,N,Y,N,3,7,y
9919,9,F,C,Hispanic,Y,Y,N,Y,N,1,7,NA
4040,11,F,C,Hispanic,N,N,N,Y,N,2.733,7,NA
6386,9,F,C,Hispanic,Y,Y,N,Y,N,NA,7,NA
5216,9,M,C,Hispanic,N,N,N,Y,N,3,7,NA
1674,9,F,C,Hispanic,N,N,N,Y,N,2,7,NA
1933,9,F,C,Hispanic,N,N,N,Y,N,3,7,NA
8503,9,M,C,Hispanic,N,N,N,Y,N,3,7,NA
540,9,M,C,Hispanic,N,N,N,Y,N,3,7,NA
3141,9,F,C,Hispanic,Y,N,N,Y,N,3.667,7,NA
269,9,F,C,Hispanic,N,N,N,Y,N,1,7,NA
4806,9,F,C,Hispanic,N,N,N,Y,N,2,7,y
2306,9,M,C,Hispanic,Y,Y,N,Y,N,2,7,NA
2821,9,M,C,Hispanic,N,Y,N,Y,N,NA,7,NA
4585,12,F,C,Non Hispanic,N,Y,N,Y,N,2.762,7,NA
6435,9,M,C,Non Hispanic,N,N,N,Y,N,1,7,NA
6512,9,F,C,Hispanic,N,N,N,Y,N,4,7,NA
7810,9,F,C,Hispanic,N,N,N,Y,N,2,7,NA
7600,10,M,C,Hispanic,N,N,N,Y,N,2.563,7,NA
7100,9,F,C,Hispanic,N,N,N,Y,N,2.333,7,NA
5190,9,F,C,Hispanic,N,N,N,Y,N,3,7,y
1448,12,F,C,Hispanic,N,N,N,Y,N,3.25,7,NA
7352,9,M,C,Hispanic,N,Y,N,Y,N,0,7,NA
4034,11,F,C,Hispanic,Y,N,N,Y,N,3.353,7,NA
65,9,M,C,Hispanic,Y,Y,N,Y,N,2,7,NA
8241,9,F,C,Hispanic,N,N,N,Y,N,2,7,NA
6537,10,M,C,Hispanic,N,Y,N,Y,N,2.75,7,NA
7755,12,F,C,Hispanic,N,N,N,Y,N,3.051,7,NA
7037,11,M,C,Hispanic,N,N,N,Y,N,2.219,7,NA
8077,10,F,C,Hispanic,N,N,N,Y,N,2.611,7,NA
1524,9,M,C,Hispanic,Y,N,N,Y,N,2,7,NA
2616,9,F,C,Hispanic,Y,Y,N,Y,N,2,7,NA
7882,9,M,C,Hispanic,N,N,N,Y,N,2,7,NA
6183,9,F,C,Hispanic,N,N,N,Y,N,4,7,NA
7922,9,M,C,Hispanic,N,N,N,Y,N,3,7,NA
9751,9,M,C,Hispanic,Y,N,N,Y,N,1.667,7,NA
3297,9,M,C,Hispanic,N,Y,N,Y,N,1,7,NA
7356,9,F,C,Hispanic,Y,N,N,Y,N,2,7,NA
8550,9,F,C,Hispanic,N,N,N,Y,N,2.667,7,NA
3684,9,F,C,Hispanic,N,N,N,Y,N,0,7,NA
5524,9,F,C,Hispanic,N,N,N,Y,N,1,7,y
5777,9,M,C,Hispanic,N,N,N,Y,N,2,7,NA
6799,9,F,C,Hispanic,N,N,N,Y,N,3,7,y
8815,9,M,C,Hispanic,N,N,N,Y,N,2,7,NA
1101,9,F,C,Hispanic,Y,N,N,Y,N,1,7,NA
3156,9,M,C,Hispanic,N,N,N,Y,N,1,7,NA
9874,9,F,C,Hispanic,N,N,N,Y,N,1,7,NA
3848,9,F,C,Hispanic,Y,N,N,Y,N,2.333,7,NA
3279,9,F,C,Hispanic,N,N,N,Y,N,3.333,7,NA
6863,9,F,C,Hispanic,N,N,N,Y,N,0,7,NA
6810,9,F,C,Hispanic,N,N,Y,Y,N,2,7,NA
3414,9,F,C,Hispanic,N,N,N,Y,N,3,7,NA
8885,9,F,C,Hispanic,N,N,N,Y,N,3.2,7,NA
4929,9,F,C,Hispanic,N,N,N,Y,N,2,7,NA
7409,9,M,C,Hispanic,N,N,N,Y,N,1.667,7,NA
3164,9,M,C,Hispanic,N,Y,N,Y,N,1,7,NA
1023,9,F,C,Hispanic,N,N,N,Y,N,3.333,7,NA
5004,9,F,C,Hispanic,N,N,N,Y,N,3,7,y
5027,9,M,C,Hispanic,N,Y,N,Y,N,3,7,NA
1099,9,M,C,Hispanic,N,Y,N,Y,N,NA,7,NA
8057,9,M,C,Hispanic,Y,N,Y,Y,Y,1,7,NA
7328,9,F,C,Hispanic,N,N,N,Y,N,2,7,NA
883,9,M,C,Hispanic,N,Y,N,Y,N,1,7,NA
1609,9,M,C,Hispanic,Y,N,N,Y,N,2.333,7,NA
2553,9,F,C,Non Hispanic,N,N,N,Y,N,1,7,NA
9735,9,M,C,Hispanic,N,N,N,Y,N,3,7,NA
2500,9,F,C,Hispanic,N,N,N,Y,N,0,7,NA
3738,9,M,C,Hispanic,N,N,N,Y,N,2,7,NA
4674,9,F,C,Hispanic,Y,N,N,Y,N,2,7,NA
2389,9,M,C,Hispanic,N,N,N,Y,N,2,7,NA
9945,12,F,C,Hispanic,Y,N,N,Y,N,3.446,7,NA
1093,9,F,C,Hispanic,Y,N,N,Y,N,2,7,NA
5404,12,M,C,Hispanic,Y,N,N,Y,N,1.841,7,NA
6633,9,F,C,Hispanic,N,N,N,Y,N,2,7,NA
654,9,F,C,Hispanic,Y,Y,N,Y,N,2,7,NA
6345,11,F,C,Hispanic,Y,N,N,Y,N,2.867,7,NA
4381,10,F,B,Non Hispanic,N,N,N,Y,N,2.4,7,NA
5758,10,F,C,Hispanic,Y,N,N,Y,N,2.188,7,NA
2987,12,F,C,Hispanic,N,N,N,Y,N,2.5,7,NA
2108,10,M,C,Hispanic,N,N,N,Y,N,1.75,7,NA
4240,10,M,C,Hispanic,Y,N,N,Y,N,2.667,7,NA
2686,10,M,C,Hispanic,Y,N,N,Y,N,2.5,7,NA
8793,9,F,C,Hispanic,Y,N,N,Y,N,3.667,7,NA
3544,10,M,C,Hispanic,Y,N,N,Y,N,2.563,7,NA
3628,12,M,C,Hispanic,Y,N,N,Y,N,3.091,7,NA
9555,12,F,C,Hispanic,N,N,N,Y,N,1.978,7,NA
5668,12,F,C,Hispanic,Y,N,N,Y,N,3.113,7,NA
5506,9,M,C,Hispanic,N,N,N,Y,N,1,7,NA
1733,10,M,C,Hispanic,Y,N,N,Y,N,2.375,7,NA
9174,12,M,C,Hispanic,Y,Y,N,Y,N,2.727,7,NA
8923,10,F,C,Hispanic,N,N,N,Y,N,3.895,7,y
5837,11,F,C,Hispanic,N,Y,N,Y,N,3,7,NA
2239,12,F,C,Hispanic,N,N,N,Y,Y,3.326,7,y
338,12,F,C,Hispanic,N,N,N,Y,N,3.2,7,NA
7480,9,F,C,Non Hispanic,N,N,Y,Y,N,1,7,NA
4028,9,F,C,Hispanic,Y,N,N,Y,N,3,7,NA
4573,11,F,C,Hispanic,Y,N,N,Y,N,1.781,7,NA
3449,9,M,C,Hispanic,Y,N,N,Y,N,1,7,NA
7663,11,M,C,Hispanic,N,N,N,Y,N,2.1,7,NA
7896,11,M,C,Hispanic,Y,N,N,Y,N,1.933,7,NA
8143,9,F,C,Hispanic,N,N,N,Y,N,2.667,7,NA
1459,12,M,C,Hispanic,N,N,N,Y,N,1.667,7,NA
4781,11,M,C,Hispanic,N,N,N,Y,N,2.667,7,NA
7208,11,M,C,Hispanic,N,N,N,Y,N,2.361,7,NA
3455,11,F,C,Hispanic,N,N,N,Y,N,1.867,7,y
4630,12,F,C,Hispanic,N,N,N,Y,N,2.064,7,NA
8872,12,M,C,Hispanic,N,N,N,Y,N,1.773,7,NA
8459,9,M,C,Hispanic,Y,N,N,Y,N,2.333,7,NA
5058,12,F,C,Hispanic,Y,N,N,Y,N,3,7,NA
891,12,F,C,Hispanic,Y,N,Y,Y,N,1.773,7,NA
1566,10,F,C,Hispanic,N,N,N,Y,N,3,7,NA
8763,10,F,C,Hispanic,Y,N,N,Y,N,1.857,7,NA
5198,12,F,C,Hispanic,N,N,N,Y,N,3.754,7,y
5042,9,M,C,Hispanic,N,Y,N,Y,N,2,7,NA
7036,9,M,C,Hispanic,Y,N,N,Y,N,2,7,NA
9821,11,M,C,Hispanic,N,N,N,Y,N,1.6,7,NA
3979,10,M,C,Hispanic,N,N,N,Y,N,1.765,7,NA
6888,12,F,C,Hispanic,N,N,N,Y,N,2.205,7,NA
3751,12,F,C,Hispanic,Y,N,N,Y,N,2.259,7,NA
6856,11,M,C,Hispanic,N,Y,N,Y,N,1.933,7,NA
9124,9,M,C,Hispanic,N,Y,N,Y,N,1,7,NA
8893,10,M,C,Hispanic,N,N,N,Y,N,2.5,7,NA
4301,12,F,C,Hispanic,N,N,N,Y,N,2.386,7,NA
318,10,F,C,Hispanic,Y,N,N,Y,N,2.611,7,NA
2801,9,M,C,Hispanic,N,N,N,Y,N,3.667,7,NA
5162,9,F,C,Hispanic,N,N,N,Y,N,3,7,NA
2504,9,F,C,Hispanic,Y,N,N,Y,N,3,7,NA
978,12,F,C,Hispanic,Y,N,N,Y,N,1.898,7,NA
3850,12,F,C,Hispanic,N,N,N,Y,N,2.889,7,NA
7787,9,M,C,Hispanic,N,N,N,Y,N,3,7,y
2197,12,F,C,Hispanic,Y,N,N,Y,N,2.565,7,y
5684,9,F,C,Hispanic,N,N,N,Y,N,3,7,NA
9714,9,F,C,Hispanic,N,N,N,Y,N,2.667,7,NA
7063,10,F,C,Hispanic,Y,N,N,Y,N,3.278,7,NA
8355,9,F,C,Hispanic,Y,N,N,Y,N,2.333,7,NA
6511,10,M,C,Hispanic,N,N,N,Y,N,2.125,7,NA
2498,11,F,C,Hispanic,N,N,N,Y,N,2.533,7,y
5560,9,M,C,Hispanic,Y,N,N,Y,N,1.667,7,NA
9241,12,M,C,Hispanic,Y,N,N,Y,N,1.607,7,NA
8104,10,M,C,Hispanic,Y,Y,N,Y,N,0.611,7,NA
4309,12,M,C,Hispanic,Y,N,N,Y,N,1.596,7,NA
5877,11,F,C,Hispanic,N,N,N,Y,N,1.75,7,NA
8604,9,F,C,Hispanic,N,N,N,Y,N,2.6,7,NA
3429,10,F,C,Hispanic,Y,N,N,Y,N,2.875,7,NA
1367,10,F,C,Hispanic,Y,N,N,Y,N,1.889,7,NA
4441,10,M,C,Hispanic,Y,N,N,Y,N,1.875,7,NA
4827,10,M,C,Hispanic,N,N,N,Y,N,2.688,7,NA
6498,9,F,C,Hispanic,N,N,N,Y,N,4,7,NA
6653,10,F,C,Hispanic,Y,N,N,Y,N,3.471,7,NA
4517,9,F,C,Hispanic,N,N,N,Y,N,2,7,NA
6599,11,M,C,Hispanic,Y,N,N,Y,N,3.433,7,NA
8372,11,M,C,Hispanic,Y,N,N,Y,N,3.067,7,NA
4916,12,F,C,Hispanic,Y,N,N,Y,N,1.761,7,NA
8074,11,M,C,Hispanic,Y,N,N,Y,N,2.233,7,NA
1559,9,F,C,Hispanic,N,N,N,Y,N,2,7,NA
2286,11,F,C,Hispanic,Y,N,N,Y,N,2.75,7,y
7073,10,M,C,Hispanic,Y,N,N,Y,N,1.667,7,NA
8286,12,F,C,Hispanic,Y,N,N,Y,N,3.326,7,NA
6187,11,M,C,Hispanic,Y,N,N,Y,N,3.938,7,NA
5006,9,F,C,Hispanic,N,N,N,Y,N,3.333,7,NA
347,12,M,C,Hispanic,N,N,N,Y,N,2.553,7,NA
5323,9,M,C,Hispanic,N,N,N,Y,N,1.667,7,NA
9553,11,F,C,Hispanic,Y,N,N,Y,N,2.367,7,NA
5797,10,M,C,Hispanic,Y,N,N,Y,N,1.444,7,NA
7593,10,F,C,Hispanic,Y,N,N,Y,N,3.316,7,NA
1223,9,F,C,Hispanic,Y,N,N,Y,N,3.333,7,NA
5280,9,M,C,Hispanic,Y,N,N,Y,N,0,7,NA
3478,11,M,C,Hispanic,Y,Y,N,Y,N,0.97,7,NA
4111,11,M,C,Hispanic,N,Y,N,Y,N,3.3,7,y
2923,11,M,C,Hispanic,Y,N,N,Y,Y,2.133,7,NA
7582,10,F,C,Hispanic,Y,N,N,Y,Y,1.778,7,NA
9329,9,M,C,Hispanic,Y,Y,N,Y,N,1,7,NA
7407,12,M,C,Hispanic,Y,N,N,Y,N,1.818,7,NA
1083,12,F,C,Hispanic,N,Y,N,Y,N,3.091,7,NA
7193,9,M,C,Non Hispanic,N,N,N,Y,N,1,7,NA
6614,11,M,C,Hispanic,Y,N,N,Y,N,2.125,7,NA
440,9,F,C,Hispanic,Y,N,N,Y,N,0,7,NA
7092,10,M,C,Hispanic,Y,Y,N,Y,N,1.938,7,NA
9879,9,M,C,Hispanic,N,N,N,Y,N,3,7,NA
6787,9,F,C,Hispanic,N,N,N,Y,N,2,7,y
