Student.ID,Grade,Gender,Race,Ethnicity.Hispanic.Y.N,ELL,Sped,Homeless,Free.Lunch,Migrant,Current.GPA,Number.of.Classes.Enrolled.in.for.the.school.year,Tracking.Pathway
6415,11,F,C,Hispanic,N,N,N,Y,N,3.824,7,NA
432,11,M,C,Hispanic,N,N,N,Y,N,1.5,7,y
7459,11,F,C,Hispanic,Y,N,N,Y,N,3.156,7,NA
6764,11,F,C,Hispanic,N,N,N,Y,Y,3.031,7,NA
2072,11,M,C,Hispanic,N,N,N,Y,N,4.125,7,NA
7200,11,M,C,Hispanic,Y,N,N,Y,N,3.469,7,NA
7421,11,M,C,Hispanic,N,N,N,Y,N,2.6,7,NA
6483,11,M,C,Hispanic,N,N,N,Y,N,1.533,7,y
7569,11,F,C,Hispanic,N,N,N,Y,N,2.2,7,y
4825,11,F,C,Hispanic,N,Y,N,Y,N,2.633,7,NA
7232,11,F,C,Hispanic,Y,N,N,Y,N,1.767,7,NA
7358,11,F,C,Hispanic,Y,Y,N,Y,N,2.833,7,NA
6731,11,M,C,Hispanic,Y,N,N,Y,N,1.219,7,NA
8546,10,F,C,Hispanic,Y,N,N,Y,N,2.438,7,NA
3386,11,F,C,Hispanic,N,N,N,Y,N,3.533,7,y
9720,11,M,C,Hispanic,N,N,N,Y,N,3.156,7,NA
5970,11,F,C,Hispanic,N,N,N,Y,N,3.933,7,NA
3093,11,M,C,Hispanic,Y,N,N,Y,N,2.267,7,NA
911,11,M,C,Hispanic,N,N,N,Y,N,2.226,7,NA
6132,11,F,C,Hispanic,N,N,N,Y,N,3.276,7,NA
8168,11,M,C,Hispanic,N,N,N,Y,N,2.767,7,NA
4023,11,F,C,Hispanic,Y,N,N,Y,N,2.8,7,NA
3593,11,F,C,Hispanic,N,N,N,Y,N,4.176,7,NA
80,11,F,C,Hispanic,N,N,N,Y,N,2.219,7,y
6560,11,M,C,Hispanic,N,N,N,Y,N,2.033,7,y
7123,11,F,C,Hispanic,N,N,N,Y,N,3.706,7,NA
9337,11,M,C,Hispanic,N,N,N,Y,N,3.133,7,NA
7956,11,F,C,Hispanic,N,N,N,Y,N,2.394,7,NA
7994,11,F,C,Hispanic,N,N,N,Y,N,2.875,7,y
4601,11,M,C,Hispanic,N,N,N,Y,N,2.281,7,y
5612,11,F,C,Hispanic,N,N,N,Y,N,2.929,7,NA
117,11,F,C,Hispanic,N,N,N,Y,N,3.031,7,NA
8628,11,M,C,Hispanic,N,Y,N,Y,N,1.9,7,NA
5915,11,M,C,Hispanic,N,N,N,Y,N,1.9,7,NA
7854,11,F,C,Hispanic,N,N,N,Y,N,3.094,7,NA
1678,11,F,C,Hispanic,N,N,N,Y,N,2.033,7,y
4113,11,F,C,Hispanic,N,N,N,Y,N,3.167,7,y
4767,11,F,C,Hispanic,N,N,N,Y,N,1.867,7,NA
8314,12,F,C,Hispanic,N,N,N,Y,N,4.231,7,NA
1927,11,F,C,Hispanic,N,N,N,Y,N,2.933,7,NA
6755,11,M,C,Hispanic,Y,Y,N,Y,N,3.2,7,y
2247,11,M,C,Hispanic,N,N,N,Y,N,3.813,7,NA
7760,11,F,C,Hispanic,Y,N,N,Y,N,3.267,7,NA
1424,11,M,C,Hispanic,N,N,N,Y,N,2.467,7,NA
8380,11,F,C,Hispanic,Y,Y,N,Y,N,2.548,7,NA
9515,11,F,C,Hispanic,N,N,N,Y,N,3.667,7,NA
9507,11,F,C,Hispanic,N,N,N,Y,N,3.533,7,NA
902,11,M,C,Hispanic,Y,N,N,Y,N,1.781,7,NA
1608,11,M,C,Hispanic,Y,N,N,Y,N,1.733,7,NA
1691,11,F,C,Hispanic,N,N,N,Y,N,3.167,7,NA
2577,11,M,C,Hispanic,Y,N,N,Y,N,1.625,7,NA
3349,11,M,C,Hispanic,N,N,N,Y,N,2.2,7,NA
8128,10,M,C,Hispanic,Y,N,N,Y,N,1.647,7,NA
4954,11,M,C,Hispanic,N,N,N,Y,N,0.967,7,NA
5416,11,F,C,Hispanic,N,N,N,Y,N,2.156,7,NA
775,11,F,C,Hispanic,N,N,N,Y,N,3.3,7,NA
2964,11,M,C,Hispanic,N,N,N,Y,N,1.781,7,NA
5740,11,F,C,Hispanic,Y,Y,N,Y,N,3.133,7,NA
2021,11,F,C,Hispanic,N,N,N,Y,N,0.8,7,NA
9299,11,M,C,Hispanic,N,N,N,Y,N,2.156,7,NA
9045,11,M,C,Hispanic,N,N,N,Y,N,2.367,7,NA
8847,11,M,C,Hispanic,N,N,N,Y,N,3.563,7,y
6328,11,F,C,Hispanic,N,N,N,Y,N,2.226,7,y
6269,11,F,C,Hispanic,N,N,N,Y,N,2.167,7,NA
8044,11,M,C,Hispanic,N,N,N,Y,N,2.4,7,NA
8442,11,F,C,Hispanic,N,N,N,Y,N,2.969,7,y
7908,11,F,C,Hispanic,N,N,N,Y,N,3.25,7,y
2471,11,F,C,Hispanic,N,N,N,Y,N,1.933,7,y
2868,11,M,C,Hispanic,N,N,N,Y,N,3.067,7,NA
3268,11,M,C,Hispanic,N,N,N,Y,N,2.219,7,NA
9443,11,M,C,Hispanic,Y,N,N,Y,N,2.469,7,NA
4881,11,M,C,Hispanic,N,N,N,Y,N,2.133,7,NA
1121,11,F,C,Hispanic,N,N,N,Y,N,3.467,7,NA
8450,11,M,C,Hispanic,Y,N,N,Y,N,1.733,7,NA
481,11,M,C,Hispanic,Y,N,N,Y,N,2.143,7,NA
822,11,M,C,Hispanic,Y,N,N,Y,N,2.833,7,NA
7016,11,F,C,Hispanic,N,N,N,Y,N,2.938,7,NA
9062,11,M,C,Hispanic,N,N,N,Y,N,2.2,7,NA
6529,11,F,C,Hispanic,N,N,N,Y,N,3.067,7,NA
9525,11,F,C,Hispanic,Y,Y,N,Y,N,1.033,7,NA
3765,11,F,C,Hispanic,N,N,N,Y,N,4,7,NA
4762,11,F,C,Hispanic,N,N,N,Y,N,2.567,7,NA
9890,10,M,C,Hispanic,N,N,N,Y,N,2.188,7,NA
1283,11,F,C,Hispanic,N,N,N,Y,N,2.813,7,NA
3681,11,F,C,Hispanic,N,N,N,Y,N,3.769,7,NA
4355,10,M,C,Hispanic,N,N,N,Y,N,3,7,NA
430,11,M,C,Hispanic,N,N,N,Y,N,2.433,7,NA
4926,11,M,C,Hispanic,N,N,N,Y,N,1.735,7,NA
5713,11,M,C,Hispanic,N,N,N,Y,N,2.4,7,NA
5518,11,M,C,Hispanic,N,N,N,Y,N,2.633,7,NA
400,11,M,C,Hispanic,N,N,N,Y,N,2.7,7,NA
4639,11,F,C,Hispanic,N,N,N,Y,N,3.344,7,NA
8782,10,F,C,Hispanic,Y,N,N,Y,N,3.438,7,NA
7062,11,F,C,Hispanic,Y,N,N,Y,N,3.567,7,y
7703,11,M,C,Hispanic,N,N,N,Y,N,2.567,7,y
3061,11,F,C,Hispanic,N,Y,N,Y,N,2.6,7,NA
3405,11,F,C,Hispanic,N,N,N,Y,N,3.733,7,NA
1437,11,M,C,Hispanic,N,N,N,Y,N,2.2,7,NA
7588,11,M,C,Hispanic,N,N,N,Y,Y,0.967,7,NA
7450,11,M,C,Hispanic,N,N,N,Y,N,1.6,7,NA
6968,11,F,C,Hispanic,N,N,N,Y,N,3.719,7,y
9241,10,M,C,Hispanic,N,N,N,Y,N,3.875,7,y
4180,11,M,C,Hispanic,Y,N,N,Y,N,1.9,7,NA
1476,11,F,C,Hispanic,N,N,N,Y,N,3.533,7,NA
2860,11,F,C,Hispanic,N,N,N,Y,N,1.567,7,NA
7962,10,M,C,Hispanic,N,N,N,Y,N,1.875,7,NA
2958,11,F,C,Hispanic,N,N,N,Y,N,2.441,7,NA
1759,11,M,C,Hispanic,N,N,N,Y,N,1.933,7,NA
1998,11,M,C,Hispanic,N,N,N,Y,N,2.8,7,y
2851,11,F,C,Hispanic,Y,N,N,Y,N,2.233,7,NA
8843,11,F,C,Hispanic,N,N,N,Y,N,3.133,7,NA
5156,10,F,C,Hispanic,Y,N,N,Y,N,2.563,7,NA
6005,10,M,C,Hispanic,N,N,N,Y,N,3.556,7,NA
3264,10,F,C,Hispanic,Y,Y,N,Y,N,1.938,7,y
7803,11,M,C,Hispanic,N,N,N,Y,N,1.3,7,NA
7692,11,M,C,Hispanic,Y,N,N,Y,N,2.6,7,NA
3316,11,M,C,Hispanic,N,N,N,Y,N,1.966,7,NA
8324,11,M,C,Hispanic,N,N,N,Y,N,3.813,7,NA
3379,11,F,C,Hispanic,N,N,N,Y,N,2.906,7,NA
3435,11,M,C,Hispanic,N,N,N,Y,N,3.333,7,NA
9113,11,F,C,Hispanic,N,N,N,Y,N,2.467,7,NA
3039,11,F,C,Hispanic,N,N,N,Y,N,3.813,7,NA
6313,10,F,C,Hispanic,N,Y,N,Y,N,3.222,7,NA
7937,11,M,C,Hispanic,N,N,N,Y,N,2.333,7,NA
5141,11,F,C,Hispanic,N,N,N,Y,N,2.688,7,NA
4954,11,M,C,Hispanic,N,N,N,Y,N,2.25,7,NA
6423,11,F,C,Hispanic,N,N,N,Y,N,2.8,7,y
1465,11,M,C,Hispanic,N,N,N,Y,N,3.75,7,NA
3839,9,M,C,Hispanic,N,N,N,Y,N,2,7,NA
4742,11,M,C,Hispanic,N,N,N,Y,N,3.8,7,NA
4405,11,F,C,Hispanic,N,N,N,Y,N,1.533,7,NA
42,11,F,C,Hispanic,N,N,N,Y,N,3.219,7,y
544,11,F,C,Hispanic,Y,N,N,Y,N,1.719,7,NA
4104,11,F,C,Hispanic,N,N,N,Y,N,4.059,7,NA
3106,11,M,C,Hispanic,N,N,N,Y,N,2.867,7,NA
9535,9,M,C,Hispanic,N,Y,N,Y,N,1,7,NA
4346,9,M,C,Hispanic,N,N,N,Y,N,3.333,7,NA
408,11,F,C,Hispanic,N,N,N,Y,N,2.4,7,NA
6359,9,F,C,Hispanic,Y,Y,N,Y,N,3,7,NA
5084,10,M,C,Hispanic,Y,N,N,Y,N,2.188,7,NA
8958,11,M,C,Hispanic,N,N,N,Y,N,1.719,7,NA
8796,11,F,C,Hispanic,N,N,N,Y,N,2.767,7,y
6067,11,F,C,Hispanic,N,N,N,Y,N,2.4,7,NA
9484,11,M,C,Non Hispanic,N,Y,N,Y,N,2.25,7,NA
7833,11,F,C,Hispanic,Y,N,N,Y,N,2.833,7,NA
279,11,M,C,Hispanic,N,N,N,Y,N,2.036,7,NA
1381,11,F,C,Hispanic,N,N,N,Y,N,3.633,7,NA
6798,11,F,C,Hispanic,Y,N,N,Y,N,3.6,7,NA
4439,11,F,C,Hispanic,Y,N,N,Y,N,1.733,7,NA
9623,10,M,C,Hispanic,N,N,N,Y,N,1.8,7,NA
7969,11,F,C,Hispanic,N,N,N,Y,N,0.8,7,NA
2022,10,F,C,Hispanic,Y,N,N,Y,N,2.688,7,NA
3711,11,M,C,Hispanic,Y,N,N,Y,N,1.833,7,NA
6309,11,M,C,Hispanic,N,N,N,Y,N,1.933,7,NA
7180,11,F,C,Hispanic,N,N,N,Y,N,2,7,y
8356,11,F,C,Hispanic,N,N,N,Y,N,3.1,7,NA
3994,11,M,C,Hispanic,N,N,N,Y,N,3.943,7,NA
4364,9,M,C,Hispanic,Y,Y,N,Y,N,NA,7,NA
5796,9,F,C,Hispanic,Y,Y,N,Y,N,NA,7,NA
3245,9,M,C,Hispanic,N,Y,N,Y,N,NA,7,NA
4316,10,F,C,Hispanic,N,N,N,Y,N,1.188,7,NA
3691,11,F,C,Hispanic,Y,N,N,Y,N,3.188,7,NA
719,11,F,C,Hispanic,N,N,N,Y,N,2.333,7,NA
2622,11,F,C,Hispanic,Y,N,N,Y,N,1.313,7,NA
3815,10,F,C,Hispanic,Y,N,N,Y,N,1.143,7,NA
958,11,M,C,Hispanic,N,N,N,Y,N,3.733,7,NA
622,11,M,C,Hispanic,Y,Y,N,Y,N,2.143,7,NA
3650,10,F,C,Hispanic,Y,N,N,Y,N,0.688,7,NA
4744,11,F,C,Hispanic,N,N,N,Y,N,3.313,7,NA
8718,11,F,C,Hispanic,N,N,N,Y,N,3.833,7,NA
8166,11,F,C,Hispanic,N,N,N,Y,N,1.929,7,NA
644,11,F,C,Hispanic,Y,N,N,Y,N,2.333,7,NA
5419,11,F,C,Hispanic,N,N,N,Y,N,0.433,7,NA
6659,11,M,C,Hispanic,N,N,N,Y,N,2.133,7,NA
2120,11,F,C,Hispanic,N,N,N,Y,N,2.967,7,NA
691,11,F,C,Hispanic,N,N,N,Y,N,3.032,7,y
2979,9,M,C,Hispanic,N,N,N,Y,N,4,7,NA
5658,9,M,C,Hispanic,N,N,N,Y,N,3,7,NA
736,11,F,C,Hispanic,Y,N,N,Y,N,2,7,NA
2391,11,F,C,Hispanic,N,N,N,Y,N,2.133,7,NA
8765,9,M,C,Hispanic,Y,Y,N,Y,N,1,7,NA
6539,12,M,C,Hispanic,N,Y,N,Y,N,1.6,7,NA
1666,11,M,C,Hispanic,N,N,N,Y,N,2.533,7,NA
7966,11,M,C,Hispanic,Y,Y,N,Y,N,1.097,7,NA
7877,11,M,C,Hispanic,N,N,N,Y,N,1.933,7,NA
5497,11,M,C,Hispanic,N,Y,N,Y,N,1.276,7,NA
4566,11,F,C,Hispanic,N,N,N,Y,N,3.206,7,y
1235,11,F,C,Hispanic,N,N,N,Y,N,3.933,7,NA
1742,11,M,C,Hispanic,N,N,N,Y,N,1.367,7,NA
45,10,F,C,Hispanic,Y,N,N,Y,N,1.071,7,NA
2061,9,M,C,Hispanic,Y,N,N,Y,N,2,7,NA
8830,11,F,C,Hispanic,N,N,N,Y,N,1.406,7,NA
6679,10,M,C,Hispanic,Y,N,N,Y,N,2.167,7,NA
8272,9,F,C,Hispanic,N,N,N,Y,N,NA,7,NA
1350,9,M,C,Hispanic,N,Y,N,Y,N,2,7,NA
343,11,M,C,Hispanic,N,N,N,Y,N,2.333,7,NA
9450,10,M,C,Hispanic,Y,N,N,Y,N,NA,7,NA
4657,9,F,C,Hispanic,Y,Y,N,Y,N,NA,7,NA
8924,10,M,C,Hispanic,N,N,N,Y,N,2.889,7,NA
6915,10,M,C,Hispanic,N,Y,N,Y,N,2.65,7,NA
8077,9,M,C,Hispanic,N,Y,N,Y,N,3.2,7,NA
1042,9,M,C,Hispanic,N,N,N,Y,N,2,7,NA
3200,10,F,C,Hispanic,N,Y,N,Y,N,1.313,7,NA
6139,12,M,C,Hispanic,Y,Y,N,Y,N,1.145,7,NA
720,9,F,C,Hispanic,N,N,N,Y,N,3.667,7,NA
15,10,M,C,Hispanic,N,Y,N,Y,N,1.563,7,NA
5984,10,M,C,Hispanic,N,Y,N,Y,N,1.625,7,NA
7399,10,M,C,Hispanic,Y,Y,N,Y,N,2.063,7,NA
6894,9,M,C,Hispanic,N,Y,N,Y,N,1.667,7,NA
6187,10,F,C,Hispanic,N,N,N,Y,N,2.25,7,NA
7409,10,F,C,Hispanic,Y,Y,N,Y,N,3.063,7,NA
5055,11,M,C,Hispanic,Y,N,N,Y,N,1.968,7,NA
6083,10,M,C,Hispanic,Y,N,N,Y,N,1.75,7,NA
2183,10,F,C,Hispanic,Y,Y,N,Y,N,2.875,7,y
8892,10,M,C,Hispanic,Y,Y,N,Y,N,1.563,7,NA
6825,10,F,C,Hispanic,N,N,N,Y,N,3.75,7,y
2251,10,F,C,Hispanic,Y,Y,N,Y,N,2.438,7,NA
9726,10,M,C,Hispanic,Y,N,N,Y,N,1.235,7,NA
5549,10,F,C,Hispanic,Y,N,N,Y,N,2,7,NA
8148,10,F,C,Hispanic,Y,N,N,Y,N,1.875,7,NA
5211,10,F,C,Hispanic,N,Y,N,Y,N,2.25,7,y
7904,10,F,C,Hispanic,N,N,N,Y,N,2.438,7,y
4173,10,F,C,Hispanic,N,N,N,Y,N,2.375,7,NA
7674,10,M,C,Hispanic,Y,N,N,Y,N,1.625,7,NA
9181,10,F,C,Hispanic,N,N,N,Y,N,3.375,7,y
9313,10,F,C,Hispanic,N,Y,N,Y,N,0.5,7,NA
2135,10,F,C,Hispanic,N,Y,N,Y,N,3.375,7,y
8196,10,F,C,Hispanic,N,N,N,Y,N,3.8,7,y
1701,10,M,C,Hispanic,N,N,N,Y,N,2.188,7,NA
1513,10,M,C,Hispanic,Y,N,N,Y,N,1.938,7,NA
2208,10,F,C,Hispanic,N,N,N,Y,N,2,7,NA
75,10,M,C,Hispanic,N,N,N,Y,N,4.1,7,NA
8335,10,M,C,Hispanic,N,N,N,Y,N,2.938,7,y
6594,10,M,C,Hispanic,Y,N,N,Y,N,1.625,7,NA
6443,10,F,C,Hispanic,N,N,N,Y,N,3.813,7,NA
1947,10,M,C,Hispanic,N,N,N,Y,N,2.889,7,NA
3355,10,F,C,Hispanic,Y,N,N,Y,N,1.125,7,y
1809,10,M,C,Hispanic,Y,Y,N,Y,N,1.438,7,NA
608,10,F,C,Hispanic,Y,N,N,Y,N,2.125,7,NA
3227,10,M,C,Hispanic,N,N,N,Y,N,2.75,7,NA
9422,10,M,C,Hispanic,Y,N,N,Y,N,2.5,7,NA
5921,10,M,C,Hispanic,N,Y,N,Y,N,NA,7,NA
4707,10,M,C,Hispanic,Y,N,N,Y,N,2,7,NA
2956,10,M,C,Hispanic,N,N,N,Y,N,1.813,7,NA
9528,10,M,C,Hispanic,N,N,N,Y,Y,3.25,7,NA
467,10,M,C,Hispanic,Y,N,N,Y,N,1.778,7,NA
1251,10,M,C,Hispanic,N,N,N,Y,N,1.529,7,NA
4720,10,F,C,Hispanic,N,N,N,Y,N,2,7,y
5524,10,M,C,Hispanic,Y,N,N,Y,N,1.75,7,NA
1147,10,M,C,Hispanic,N,N,N,Y,N,3,7,y
9674,10,M,C,Hispanic,N,N,N,Y,N,1.938,7,NA
2329,10,F,C,Hispanic,Y,Y,N,Y,N,2.5,7,y
7780,10,F,C,Hispanic,N,Y,N,Y,N,1.813,7,y
5278,10,F,C,Hispanic,N,N,N,Y,N,3.125,7,NA
9656,10,M,C,Hispanic,Y,Y,N,Y,N,1.75,7,NA
144,10,M,C,Hispanic,N,N,N,Y,N,3.875,7,NA
6284,10,F,C,Hispanic,N,N,N,Y,N,3.125,7,NA
1096,10,F,C,Hispanic,N,N,N,Y,N,2.778,7,NA
6081,9,M,C,Hispanic,Y,N,N,Y,N,1,7,NA
4833,9,M,C,Hispanic,Y,N,N,Y,N,2.4,7,NA
1039,10,M,C,Hispanic,N,N,N,Y,N,1.071,7,NA
11,10,M,C,Hispanic,Y,N,N,Y,N,1.529,7,NA
3065,10,M,C,Hispanic,N,N,N,Y,N,2.563,7,y
9183,11,F,C,Hispanic,Y,N,N,Y,N,2.533,7,NA
7263,10,F,C,Hispanic,Y,Y,N,Y,N,2.5,7,y
5148,10,M,C,Hispanic,N,N,N,Y,N,2.875,7,y
803,10,F,C,Hispanic,N,N,N,Y,N,2.75,7,NA
3550,10,M,C,Hispanic,N,N,N,Y,N,2.313,7,NA
9660,9,M,C,Hispanic,N,Y,N,Y,N,NA,7,NA
4087,10,M,C,Hispanic,N,N,N,Y,N,3,7,NA
7879,10,M,C,Hispanic,N,N,N,Y,N,2.167,7,NA
9871,9,M,C,Hispanic,Y,N,N,Y,N,2,7,NA
6317,9,F,C,Hispanic,Y,N,N,Y,N,1,7,NA
3544,9,M,C,Hispanic,N,N,N,Y,N,1,7,NA
7160,10,F,C,Hispanic,N,N,N,Y,N,3.563,7,NA
3109,10,F,C,Hispanic,N,N,N,Y,N,1.25,7,NA
9953,10,M,C,Hispanic,Y,N,N,Y,N,3.056,7,NA
9365,12,F,C,Hispanic,N,N,N,Y,N,1.891,7,NA
8432,10,M,C,Hispanic,Y,Y,N,Y,N,2.556,7,NA
4393,10,M,C,Hispanic,Y,N,N,Y,N,2.375,7,NA
2722,10,F,C,Hispanic,N,N,N,Y,N,2.778,7,NA
1757,10,M,C,Hispanic,N,N,N,Y,N,3,7,NA
3109,10,F,C,Hispanic,N,N,N,Y,N,3.313,7,NA
2198,10,M,C,Hispanic,N,N,N,Y,N,3.25,7,NA
7664,10,F,C,Hispanic,N,N,N,Y,N,1.833,7,NA
9980,10,F,C,Hispanic,Y,N,N,Y,N,1.938,7,NA
8615,10,M,C,Hispanic,N,N,N,Y,N,2.353,7,NA
3223,10,M,C,Hispanic,N,N,N,Y,N,2.563,7,NA
3822,10,F,C,Hispanic,N,N,N,Y,N,3.25,7,NA
9162,9,F,C,Hispanic,N,N,N,Y,N,1,7,NA
5858,10,M,C,Hispanic,N,N,N,Y,N,2.688,7,NA
9789,10,F,C,Hispanic,N,N,N,Y,N,2.611,7,NA
6717,10,M,C,Hispanic,Y,N,N,Y,N,1.75,7,NA
3383,10,F,C,Hispanic,N,N,N,Y,N,2.563,7,NA
6233,10,F,C,Hispanic,N,N,N,Y,N,2.688,7,NA
6729,10,M,C,Hispanic,N,N,N,Y,N,2.063,7,NA
3736,10,F,C,Hispanic,N,N,N,Y,N,2.813,7,NA
5222,10,M,C,Hispanic,N,N,N,Y,N,2.13,7,NA
8397,9,F,C,Hispanic,Y,N,N,Y,N,1,7,NA
368,10,M,C,Hispanic,N,N,N,Y,N,2.75,7,NA
6723,10,M,C,Hispanic,N,N,N,Y,N,2.25,7,NA
7199,10,F,C,Hispanic,N,N,N,Y,N,3,7,NA
6485,10,F,C,Hispanic,N,N,N,Y,N,4,7,NA
886,10,M,C,Hispanic,Y,N,N,Y,N,1.563,7,NA
3426,10,F,C,Hispanic,N,N,N,Y,N,4.111,7,y
979,10,M,C,Hispanic,N,N,N,Y,N,2.438,7,NA
7463,10,F,C,Hispanic,Y,N,N,Y,N,2.813,7,NA
2569,10,M,C,Hispanic,N,N,N,Y,N,3.6,7,NA
6316,10,F,C,Hispanic,N,N,N,Y,N,3.9,7,y
606,9,F,C,Hispanic,N,N,N,Y,N,3,7,NA
4807,10,M,C,Hispanic,Y,N,N,Y,N,1,7,NA
4956,9,F,C,Hispanic,Y,N,N,Y,N,0,7,NA
2013,10,F,C,Hispanic,N,N,N,Y,N,2.947,7,y
3986,10,M,C,Hispanic,N,N,N,Y,N,2.063,7,NA
7464,10,M,C,Hispanic,Y,Y,N,Y,N,2.688,7,NA
9323,10,M,C,Hispanic,N,N,N,Y,N,4.1,7,y
4626,10,M,C,Hispanic,N,N,N,Y,N,2.313,7,y
3153,10,F,C,Hispanic,N,N,N,Y,N,3.188,7,NA
8328,10,F,C,Hispanic,N,N,N,Y,N,2.111,7,NA
8300,10,M,C,Hispanic,N,N,N,Y,N,2,7,NA
8841,10,F,C,Hispanic,N,N,N,Y,N,1.722,7,NA
4800,10,F,C,Hispanic,N,N,N,Y,N,2.5,7,NA
8112,10,F,C,Hispanic,Y,N,N,Y,N,1.938,7,y
9387,10,F,C,Hispanic,Y,N,N,Y,N,2.5,7,NA
1247,10,F,C,Hispanic,N,N,N,Y,N,2.625,7,NA
1512,9,M,C,Hispanic,N,N,N,Y,N,3,7,NA
6970,10,M,C,Hispanic,N,N,N,Y,N,1.688,7,NA
2250,10,M,C,Hispanic,Y,N,N,Y,N,2.75,7,NA
120,10,M,C,Hispanic,N,N,N,Y,N,2.688,7,NA
79,10,M,C,Hispanic,Y,N,N,Y,N,1.313,7,NA
4458,10,F,C,Hispanic,N,N,N,Y,N,3.5,7,NA
6936,10,M,C,Hispanic,N,N,N,Y,N,1.125,7,NA
6952,10,M,C,Hispanic,Y,N,N,Y,N,2.375,7,NA
3882,10,M,C,Hispanic,N,N,N,Y,N,2.75,7,NA
1194,11,F,C,Hispanic,N,N,N,Y,N,3.594,7,NA
7066,10,M,C,Hispanic,N,N,N,Y,N,3.75,7,NA
3780,10,M,C,Hispanic,N,N,N,Y,N,3.25,7,NA
6351,10,M,C,Hispanic,N,N,N,Y,N,2.875,7,NA
5819,10,F,C,Hispanic,N,N,N,Y,N,3.333,7,NA
8280,10,M,C,Hispanic,N,N,N,Y,N,3,7,NA
6635,10,M,C,Hispanic,N,N,N,Y,N,2.063,7,NA
2636,10,M,C,Hispanic,N,N,N,Y,N,0.938,7,NA
3095,10,F,C,Hispanic,N,N,N,Y,N,3.063,7,NA
7941,10,F,C,Hispanic,N,N,N,Y,N,1.556,7,NA
5926,9,F,C,Hispanic,Y,Y,N,Y,N,2,7,NA
4158,10,F,C,Hispanic,Y,N,N,Y,N,3.375,7,NA
3678,10,F,C,Hispanic,Y,N,N,Y,N,3.375,7,NA
46,10,M,C,Hispanic,Y,N,N,Y,N,2.75,7,NA
909,10,F,C,Hispanic,N,N,N,Y,N,2.938,7,NA
3377,9,M,C,Hispanic,N,Y,N,Y,N,1,7,NA
935,9,F,C,Hispanic,Y,N,N,Y,N,2,7,y
1231,10,F,C,Hispanic,N,N,N,Y,N,3.111,7,NA
5773,10,M,C,Hispanic,Y,N,N,Y,N,1.688,7,NA
1091,10,F,C,Hispanic,N,N,N,Y,N,2.889,7,NA
8036,10,M,C,Hispanic,Y,N,N,Y,N,2.438,7,NA
7715,10,F,C,Hispanic,N,N,N,Y,N,2.722,7,NA
6068,10,F,C,Hispanic,N,N,N,Y,N,2.375,7,NA
933,10,M,C,Hispanic,Y,Y,N,Y,N,1.875,7,NA
2738,10,F,C,Hispanic,Y,N,N,Y,N,2.389,7,NA
7492,10,F,C,Hispanic,Y,Y,N,Y,N,2.625,7,NA
7273,10,F,C,Hispanic,N,N,N,Y,N,3.188,7,NA
3311,10,F,C,Hispanic,N,N,N,Y,N,1.813,7,NA
6150,10,M,C,Hispanic,N,N,N,Y,N,2.875,7,NA
5672,9,F,C,Hispanic,Y,Y,N,Y,N,2,7,NA
687,10,F,C,Hispanic,N,N,N,Y,N,3.556,7,y
5492,10,M,C,Hispanic,N,N,N,Y,N,3,7,NA
6319,10,F,C,Hispanic,Y,N,N,Y,N,2.688,7,y
3073,10,F,C,Hispanic,N,Y,N,Y,N,2,7,NA
4987,10,F,C,Hispanic,N,N,N,Y,N,2.25,7,y
7747,10,F,C,Hispanic,N,N,N,Y,N,2.625,7,NA
2165,10,M,C,Hispanic,N,N,N,Y,N,2.063,7,NA
4301,10,M,C,Hispanic,N,N,N,Y,N,2.833,7,NA
2428,10,M,C,Hispanic,N,N,N,Y,N,2,7,NA
6506,10,F,C,Non Hispanic,N,N,N,Y,N,3.3,7,y
3568,10,F,C,Hispanic,N,N,N,Y,N,1.059,7,NA
3407,10,F,C,Hispanic,N,N,N,Y,N,2.875,7,NA
9909,10,F,C,Hispanic,N,N,N,Y,N,2.625,7,y
5756,10,M,C,Hispanic,N,Y,N,Y,N,2.25,7,NA
1581,10,F,C,Hispanic,N,N,N,Y,N,2.625,7,NA
1952,10,F,C,Hispanic,N,N,N,Y,N,3.875,7,NA
4433,10,F,C,Hispanic,N,N,N,Y,N,4,7,NA
5655,9,M,C,Hispanic,Y,N,N,Y,N,1.667,7,NA
3624,10,F,C,Hispanic,N,N,N,Y,N,3.125,7,NA
2502,10,M,C,Hispanic,N,N,N,Y,N,2.313,7,NA
5341,10,M,C,Hispanic,Y,N,N,Y,N,1.875,7,NA
5574,10,M,C,Hispanic,Y,N,N,Y,N,1.625,7,NA
8800,10,M,C,Hispanic,Y,N,N,Y,N,2.313,7,NA
4154,10,F,C,Hispanic,N,N,N,Y,N,2.25,7,NA
7437,10,F,C,Hispanic,N,N,N,Y,N,1.944,7,y
1305,10,F,C,Hispanic,N,N,N,Y,N,2.563,7,NA
3311,10,F,C,Hispanic,N,N,N,Y,N,3.125,7,NA
8437,10,M,C,Hispanic,N,N,N,Y,N,0.938,7,NA
4089,10,F,C,Hispanic,N,N,N,Y,N,2.75,7,y
6479,9,M,C,Hispanic,N,Y,N,Y,N,2,7,NA
5272,10,M,C,Hispanic,N,N,N,Y,N,2.625,7,NA
3816,10,F,C,Hispanic,N,N,N,Y,N,2.778,7,NA
8757,10,F,C,Hispanic,N,N,N,Y,N,1.944,7,NA
